,Order ID,Product,Quantity Ordered,Price Each,Order Date,Purchase Address,Rue,Etat,Code postal,month name,day,hour
34,162040,USB-C Charging Cable,1.0,11.95,2019-03-25 09:11:00,"973 North St, Austin, TX 73301",973 North St, Austin, TX 73301,March,Monday,9
35,162041,Apple Airpods Headphones,1.0,150.0,2019-03-14 01:01:00,"633 13th St, Austin, TX 73301",633 13th St, Austin, TX 73301,March,Thursday,1
36,162042,USB-C Charging Cable,1.0,11.95,2019-03-09 22:39:00,"661 7th St, San Francisco, CA 94016",661 7th St, San Francisco, CA 94016,March,Saturday,22
37,162043,AA Batteries (4-pack),1.0,3.84,2019-03-29 10:59:00,"883 Walnut St, Atlanta, GA 30301",883 Walnut St, Atlanta, GA 30301,March,Friday,10
38,162044,27in FHD Monitor,1.0,149.99,2019-03-22 10:11:00,"469 9th St, Dallas, TX 75001",469 9th St, Dallas, TX 75001,March,Friday,10
39,162045,Apple Airpods Headphones,1.0,150.0,2019-03-26 13:31:00,"906 Park St, New York City, NY 10001",906 Park St, New York City, NY 10001,March,Tuesday,13
40,162046,AAA Batteries (4-pack),2.0,2.99,2019-03-20 20:33:00,"661 1st St, San Francisco, CA 94016",661 1st St, San Francisco, CA 94016,March,Wednesday,20
41,162047,Bose SoundSport Headphones,1.0,99.99,2019-03-08 18:41:00,"819 9th St, Austin, TX 73301",819 9th St, Austin, TX 73301,March,Friday,18
42,162048,AA Batteries (4-pack),1.0,3.84,2019-03-31 19:24:00,"819 Main St, New York City, NY 10001",819 Main St, New York City, NY 10001,March,Sunday,19
43,162049,Lightning Charging Cable,1.0,14.95,2019-03-25 13:35:00,"307 Chestnut St, Austin, TX 73301",307 Chestnut St, Austin, TX 73301,March,Monday,13
44,162050,AAA Batteries (4-pack),1.0,2.99,2019-03-26 17:09:00,"870 Spruce St, Boston, MA 02215",870 Spruce St, Boston, MA 02215,March,Tuesday,17
45,162051,AAA Batteries (4-pack),1.0,2.99,2019-03-12 09:12:00,"565 South St, Boston, MA 02215",565 South St, Boston, MA 02215,March,Tuesday,9
46,162052,Wired Headphones,1.0,11.99,2019-03-11 09:44:00,"971 Washington St, Los Angeles, CA 90001",971 Washington St, Los Angeles, CA 90001,March,Monday,9
47,162053,iPhone,1.0,700.0,2019-03-10 18:29:00,"660 7th St, Seattle, WA 98101",660 7th St, Seattle, WA 98101,March,Sunday,18
48,162054,Wired Headphones,1.0,11.99,2019-03-20 00:42:00,"358 5th St, San Francisco, CA 94016",358 5th St, San Francisco, CA 94016,March,Wednesday,0
49,162055,AA Batteries (4-pack),1.0,3.84,2019-03-29 09:21:00,"675 8th St, Los Angeles, CA 90001",675 8th St, Los Angeles, CA 90001,March,Friday,9
50,162056,Wired Headphones,1.0,11.99,2019-03-17 10:24:00,"55 Adams St, San Francisco, CA 94016",55 Adams St, San Francisco, CA 94016,March,Sunday,10
51,162057,Wired Headphones,1.0,11.99,2019-03-30 18:44:00,"485 Maple St, Los Angeles, CA 90001",485 Maple St, Los Angeles, CA 90001,March,Saturday,18
52,162058,27in FHD Monitor,1.0,149.99,2019-03-30 02:30:00,"510 Church St, New York City, NY 10001",510 Church St, New York City, NY 10001,March,Saturday,2
53,162059,USB-C Charging Cable,1.0,11.95,2019-03-03 05:47:00,"602 Willow St, Seattle, WA 98101",602 Willow St, Seattle, WA 98101,March,Sunday,5
54,162060,AAA Batteries (4-pack),3.0,2.99,2019-03-10 16:04:00,"703 Lake St, Seattle, WA 98101",703 Lake St, Seattle, WA 98101,March,Sunday,16
55,162061,Wired Headphones,1.0,11.99,2019-03-01 22:07:00,"967 10th St, New York City, NY 10001",967 10th St, New York City, NY 10001,March,Friday,22
56,162062,AAA Batteries (4-pack),1.0,2.99,2019-03-24 03:37:00,"235 Park St, Portland, OR 97035",235 Park St, Portland, OR 97035,March,Sunday,3
57,162063,AAA Batteries (4-pack),2.0,2.99,2019-03-02 11:58:00,"693 12th St, Austin, TX 73301",693 12th St, Austin, TX 73301,March,Saturday,11
58,162064,Macbook Pro Laptop,1.0,1700.0,2019-03-05 09:00:00,"414 Willow St, San Francisco, CA 94016",414 Willow St, San Francisco, CA 94016,March,Tuesday,9
59,162065,Google Phone,1.0,600.0,2019-03-02 13:18:00,"862 Spruce St, San Francisco, CA 94016",862 Spruce St, San Francisco, CA 94016,March,Saturday,13
60,162066,AA Batteries (4-pack),1.0,3.84,2019-03-13 13:57:00,"602 Pine St, New York City, NY 10001",602 Pine St, New York City, NY 10001,March,Wednesday,13
61,162066,USB-C Charging Cable,2.0,11.95,2019-03-13 13:57:00,"602 Pine St, New York City, NY 10001",602 Pine St, New York City, NY 10001,March,Wednesday,13
62,162067,ThinkPad Laptop,1.0,999.99,2019-03-07 23:40:00,"4 Cedar St, San Francisco, CA 94016",4 Cedar St, San Francisco, CA 94016,March,Thursday,23
63,162068,Wired Headphones,1.0,11.99,2019-03-24 12:25:00,"117 1st St, Austin, TX 73301",117 1st St, Austin, TX 73301,March,Sunday,12
64,162069,AA Batteries (4-pack),1.0,3.84,2019-03-15 16:53:00,"853 Park St, Boston, MA 02215",853 Park St, Boston, MA 02215,March,Friday,16
65,162070,27in FHD Monitor,1.0,149.99,2019-03-15 18:19:00,"859 South St, Los Angeles, CA 90001",859 South St, Los Angeles, CA 90001,March,Friday,18
66,162071,Vareebadd Phone,1.0,400.0,2019-03-30 20:23:00,"334 Jackson St, Atlanta, GA 30301",334 Jackson St, Atlanta, GA 30301,March,Saturday,20
67,162071,USB-C Charging Cable,1.0,11.95,2019-03-30 20:23:00,"334 Jackson St, Atlanta, GA 30301",334 Jackson St, Atlanta, GA 30301,March,Saturday,20
68,162072,AA Batteries (4-pack),1.0,3.84,2019-03-02 12:04:00,"945 Adams St, New York City, NY 10001",945 Adams St, New York City, NY 10001,March,Saturday,12
69,162073,Bose SoundSport Headphones,1.0,99.99,2019-03-23 20:52:00,"573 Lakeview St, San Francisco, CA 94016",573 Lakeview St, San Francisco, CA 94016,March,Saturday,20
70,162074,Apple Airpods Headphones,1.0,150.0,2019-03-05 12:45:00,"928 Dogwood St, San Francisco, CA 94016",928 Dogwood St, San Francisco, CA 94016,March,Tuesday,12
71,162075,Apple Airpods Headphones,1.0,150.0,2019-03-11 09:19:00,"456 7th St, New York City, NY 10001",456 7th St, New York City, NY 10001,March,Monday,9
72,162076,Wired Headphones,1.0,11.99,2019-03-04 09:12:00,"424 Wilson St, Dallas, TX 75001",424 Wilson St, Dallas, TX 75001,March,Monday,9
73,162077,AAA Batteries (4-pack),1.0,2.99,2019-03-22 11:54:00,"783 Johnson St, New York City, NY 10001",783 Johnson St, New York City, NY 10001,March,Friday,11
74,162078,Lightning Charging Cable,1.0,14.95,2019-03-02 16:48:00,"167 North St, San Francisco, CA 94016",167 North St, San Francisco, CA 94016,March,Saturday,16
75,162079,Google Phone,1.0,600.0,2019-03-24 21:36:00,"144 West St, Los Angeles, CA 90001",144 West St, Los Angeles, CA 90001,March,Sunday,21
76,162080,Apple Airpods Headphones,1.0,150.0,2019-03-24 09:37:00,"245 Chestnut St, Boston, MA 02215",245 Chestnut St, Boston, MA 02215,March,Sunday,9
77,162081,Lightning Charging Cable,1.0,14.95,2019-03-26 20:58:00,"183 Dogwood St, Los Angeles, CA 90001",183 Dogwood St, Los Angeles, CA 90001,March,Tuesday,20
78,162082,Vareebadd Phone,1.0,400.0,2019-03-09 14:15:00,"401 Wilson St, New York City, NY 10001",401 Wilson St, New York City, NY 10001,March,Saturday,14
79,162082,Wired Headphones,1.0,11.99,2019-03-09 14:15:00,"401 Wilson St, New York City, NY 10001",401 Wilson St, New York City, NY 10001,March,Saturday,14
80,162083,Wired Headphones,1.0,11.99,2019-03-27 19:04:00,"162 Lakeview St, Atlanta, GA 30301",162 Lakeview St, Atlanta, GA 30301,March,Wednesday,19
81,162084,iPhone,1.0,700.0,2019-03-27 12:53:00,"585 14th St, Los Angeles, CA 90001",585 14th St, Los Angeles, CA 90001,March,Wednesday,12
82,162085,Lightning Charging Cable,1.0,14.95,2019-03-24 19:52:00,"705 Highland St, San Francisco, CA 94016",705 Highland St, San Francisco, CA 94016,March,Sunday,19
83,162086,Google Phone,1.0,600.0,2019-03-18 09:12:00,"410 Chestnut St, New York City, NY 10001",410 Chestnut St, New York City, NY 10001,March,Monday,9
84,162087,Google Phone,1.0,600.0,2019-03-18 13:58:00,"303 Chestnut St, Boston, MA 02215",303 Chestnut St, Boston, MA 02215,March,Monday,13
85,162087,USB-C Charging Cable,1.0,11.95,2019-03-18 13:58:00,"303 Chestnut St, Boston, MA 02215",303 Chestnut St, Boston, MA 02215,March,Monday,13
86,162088,Google Phone,1.0,600.0,2019-03-02 15:50:00,"231 Jackson St, Los Angeles, CA 90001",231 Jackson St, Los Angeles, CA 90001,March,Saturday,15
87,162089,Wired Headphones,1.0,11.99,2019-03-07 12:25:00,"692 13th St, New York City, NY 10001",692 13th St, New York City, NY 10001,March,Thursday,12
88,162090,Bose SoundSport Headphones,1.0,99.99,2019-03-12 13:03:00,"747 Wilson St, Austin, TX 73301",747 Wilson St, Austin, TX 73301,March,Tuesday,13
89,162091,Bose SoundSport Headphones,1.0,99.99,2019-03-18 08:13:00,"926 Main St, Boston, MA 02215",926 Main St, Boston, MA 02215,March,Monday,8
90,162092,Flatscreen TV,1.0,300.0,2019-03-18 11:29:00,"477 11th St, Seattle, WA 98101",477 11th St, Seattle, WA 98101,March,Monday,11
91,162092,AAA Batteries (4-pack),1.0,2.99,2019-03-18 11:29:00,"477 11th St, Seattle, WA 98101",477 11th St, Seattle, WA 98101,March,Monday,11
92,162093,Vareebadd Phone,1.0,400.0,2019-03-19 11:32:00,"855 Lakeview St, Boston, MA 02215",855 Lakeview St, Boston, MA 02215,March,Tuesday,11
93,162094,ThinkPad Laptop,1.0,999.99,2019-03-21 03:42:00,"959 River St, Atlanta, GA 30301",959 River St, Atlanta, GA 30301,March,Thursday,3
94,162095,Wired Headphones,1.0,11.99,2019-03-29 13:18:00,"628 Lakeview St, Seattle, WA 98101",628 Lakeview St, Seattle, WA 98101,March,Friday,13
95,162096,Bose SoundSport Headphones,1.0,99.99,2019-03-04 00:20:00,"323 Hill St, New York City, NY 10001",323 Hill St, New York City, NY 10001,March,Monday,0
96,162097,Flatscreen TV,1.0,300.0,2019-03-28 13:43:00,"929 Elm St, New York City, NY 10001",929 Elm St, New York City, NY 10001,March,Thursday,13
97,162098,Flatscreen TV,1.0,300.0,2019-03-07 15:44:00,"84 Center St, New York City, NY 10001",84 Center St, New York City, NY 10001,March,Thursday,15
98,162099,USB-C Charging Cable,1.0,11.95,2019-03-03 00:18:00,"598 Washington St, Los Angeles, CA 90001",598 Washington St, Los Angeles, CA 90001,March,Sunday,0
99,162100,Wired Headphones,1.0,11.99,2019-03-04 00:17:00,"635 Spruce St, Boston, MA 02215",635 Spruce St, Boston, MA 02215,March,Monday,0
100,162101,Macbook Pro Laptop,1.0,1700.0,2019-03-30 10:47:00,"253 11th St, Seattle, WA 98101",253 11th St, Seattle, WA 98101,March,Saturday,10
101,162102,Wired Headphones,1.0,11.99,2019-03-31 19:51:00,"69 Center St, New York City, NY 10001",69 Center St, New York City, NY 10001,March,Sunday,19
102,162103,AAA Batteries (4-pack),1.0,2.99,2019-03-18 20:50:00,"860 Main St, Portland, OR 97035",860 Main St, Portland, OR 97035,March,Monday,20
103,162104,Lightning Charging Cable,1.0,14.95,2019-03-05 15:25:00,"572 Walnut St, New York City, NY 10001",572 Walnut St, New York City, NY 10001,March,Tuesday,15
104,162105,USB-C Charging Cable,1.0,11.95,2019-03-09 08:45:00,"911 South St, Seattle, WA 98101",911 South St, Seattle, WA 98101,March,Saturday,8
105,162106,AA Batteries (4-pack),1.0,3.84,2019-03-02 15:25:00,"484 Cedar St, Los Angeles, CA 90001",484 Cedar St, Los Angeles, CA 90001,March,Saturday,15
106,162107,Wired Headphones,1.0,11.99,2019-03-29 15:15:00,"260 14th St, Austin, TX 73301",260 14th St, Austin, TX 73301,March,Friday,15
107,162108,USB-C Charging Cable,2.0,11.95,2019-03-26 11:38:00,"113 7th St, Los Angeles, CA 90001",113 7th St, Los Angeles, CA 90001,March,Tuesday,11
108,162109,Lightning Charging Cable,1.0,14.95,2019-03-25 11:12:00,"686 5th St, New York City, NY 10001",686 5th St, New York City, NY 10001,March,Monday,11
109,162110,20in Monitor,1.0,109.99,2019-03-15 09:05:00,"705 South St, Los Angeles, CA 90001",705 South St, Los Angeles, CA 90001,March,Friday,9
110,162111,AA Batteries (4-pack),3.0,3.84,2019-03-08 16:59:00,"561 West St, San Francisco, CA 94016",561 West St, San Francisco, CA 94016,March,Friday,16
111,162112,34in Ultrawide Monitor,1.0,379.99,2019-03-15 21:52:00,"953 Spruce St, Boston, MA 02215",953 Spruce St, Boston, MA 02215,March,Friday,21
112,162113,Bose SoundSport Headphones,1.0,99.99,2019-03-27 13:09:00,"365 Cherry St, San Francisco, CA 94016",365 Cherry St, San Francisco, CA 94016,March,Wednesday,13
113,162114,Lightning Charging Cable,1.0,14.95,2019-03-21 14:29:00,"577 South St, Atlanta, GA 30301",577 South St, Atlanta, GA 30301,March,Thursday,14
114,162115,Flatscreen TV,1.0,300.0,2019-03-26 08:06:00,"93 Sunset St, San Francisco, CA 94016",93 Sunset St, San Francisco, CA 94016,March,Tuesday,8
115,162116,USB-C Charging Cable,1.0,11.95,2019-03-09 11:48:00,"446 Adams St, Dallas, TX 75001",446 Adams St, Dallas, TX 75001,March,Saturday,11
116,162117,Wired Headphones,1.0,11.99,2019-03-11 14:12:00,"82 Lake St, New York City, NY 10001",82 Lake St, New York City, NY 10001,March,Monday,14
117,162118,iPhone,1.0,700.0,2019-03-10 22:32:00,"888 13th St, San Francisco, CA 94016",888 13th St, San Francisco, CA 94016,March,Sunday,22
118,162119,27in FHD Monitor,1.0,149.99,2019-03-06 13:46:00,"980 2nd St, Austin, TX 73301",980 2nd St, Austin, TX 73301,March,Wednesday,13
119,162120,Macbook Pro Laptop,1.0,1700.0,2019-03-15 18:43:00,"969 Washington St, Dallas, TX 75001",969 Washington St, Dallas, TX 75001,March,Friday,18
120,162121,USB-C Charging Cable,1.0,11.95,2019-03-20 13:05:00,"355 Main St, Portland, OR 97035",355 Main St, Portland, OR 97035,March,Wednesday,13
121,162122,AAA Batteries (4-pack),1.0,2.99,2019-03-06 10:22:00,"354 9th St, Seattle, WA 98101",354 9th St, Seattle, WA 98101,March,Wednesday,10
122,162123,Bose SoundSport Headphones,1.0,99.99,2019-03-13 18:02:00,"295 South St, San Francisco, CA 94016",295 South St, San Francisco, CA 94016,March,Wednesday,18
123,162124,Macbook Pro Laptop,1.0,1700.0,2019-03-27 09:52:00,"8 West St, San Francisco, CA 94016",8 West St, San Francisco, CA 94016,March,Wednesday,9
124,162125,27in 4K Gaming Monitor,1.0,389.99,2019-03-29 12:16:00,"987 Chestnut St, San Francisco, CA 94016",987 Chestnut St, San Francisco, CA 94016,March,Friday,12
125,162126,Apple Airpods Headphones,1.0,150.0,2019-03-17 19:41:00,"895 Jefferson St, Los Angeles, CA 90001",895 Jefferson St, Los Angeles, CA 90001,March,Sunday,19
126,162127,Macbook Pro Laptop,1.0,1700.0,2019-03-25 13:08:00,"603 12th St, San Francisco, CA 94016",603 12th St, San Francisco, CA 94016,March,Monday,13
127,162128,USB-C Charging Cable,1.0,11.95,2019-03-23 22:59:00,"490 Jackson St, Seattle, WA 98101",490 Jackson St, Seattle, WA 98101,March,Saturday,22
128,162129,AAA Batteries (4-pack),1.0,2.99,2019-03-11 16:14:00,"962 Church St, San Francisco, CA 94016",962 Church St, San Francisco, CA 94016,March,Monday,16
129,162130,USB-C Charging Cable,1.0,11.95,2019-03-08 12:17:00,"211 Pine St, Dallas, TX 75001",211 Pine St, Dallas, TX 75001,March,Friday,12
130,162131,USB-C Charging Cable,1.0,11.95,2019-03-10 23:29:00,"334 Madison St, Boston, MA 02215",334 Madison St, Boston, MA 02215,March,Sunday,23
131,162132,AA Batteries (4-pack),1.0,3.84,2019-03-15 06:52:00,"488 7th St, Boston, MA 02215",488 7th St, Boston, MA 02215,March,Friday,6
132,162133,AA Batteries (4-pack),1.0,3.84,2019-03-10 09:28:00,"986 6th St, Seattle, WA 98101",986 6th St, Seattle, WA 98101,March,Sunday,9
133,162134,Vareebadd Phone,1.0,400.0,2019-03-17 20:36:00,"186 North St, Atlanta, GA 30301",186 North St, Atlanta, GA 30301,March,Sunday,20
134,162135,USB-C Charging Cable,1.0,11.95,2019-03-23 22:58:00,"112 Madison St, New York City, NY 10001",112 Madison St, New York City, NY 10001,March,Saturday,22
135,162136,AA Batteries (4-pack),1.0,3.84,2019-03-28 11:13:00,"708 4th St, San Francisco, CA 94016",708 4th St, San Francisco, CA 94016,March,Thursday,11
136,162137,Bose SoundSport Headphones,1.0,99.99,2019-03-14 16:05:00,"275 Elm St, New York City, NY 10001",275 Elm St, New York City, NY 10001,March,Thursday,16
137,162138,20in Monitor,1.0,109.99,2019-03-19 10:10:00,"628 Forest St, Seattle, WA 98101",628 Forest St, Seattle, WA 98101,March,Tuesday,10
138,162139,34in Ultrawide Monitor,1.0,379.99,2019-03-21 12:21:00,"869 9th St, New York City, NY 10001",869 9th St, New York City, NY 10001,March,Thursday,12
139,162140,ThinkPad Laptop,1.0,999.99,2019-03-06 23:34:00,"622 Meadow St, Seattle, WA 98101",622 Meadow St, Seattle, WA 98101,March,Wednesday,23
140,162141,Lightning Charging Cable,1.0,14.95,2019-03-08 19:03:00,"289 Chestnut St, New York City, NY 10001",289 Chestnut St, New York City, NY 10001,March,Friday,19
141,162142,Vareebadd Phone,1.0,400.0,2019-03-01 12:57:00,"479 Maple St, Atlanta, GA 30301",479 Maple St, Atlanta, GA 30301,March,Friday,12
142,162142,AA Batteries (4-pack),1.0,3.84,2019-03-01 12:57:00,"479 Maple St, Atlanta, GA 30301",479 Maple St, Atlanta, GA 30301,March,Friday,12
143,162143,USB-C Charging Cable,1.0,11.95,2019-03-09 13:26:00,"886 12th St, San Francisco, CA 94016",886 12th St, San Francisco, CA 94016,March,Saturday,13
144,162144,Macbook Pro Laptop,1.0,1700.0,2019-03-24 13:04:00,"342 Dogwood St, San Francisco, CA 94016",342 Dogwood St, San Francisco, CA 94016,March,Sunday,13
145,162145,Bose SoundSport Headphones,1.0,99.99,2019-03-11 16:56:00,"680 10th St, New York City, NY 10001",680 10th St, New York City, NY 10001,March,Monday,16
146,162146,Apple Airpods Headphones,1.0,150.0,2019-03-11 22:20:00,"326 Wilson St, Seattle, WA 98101",326 Wilson St, Seattle, WA 98101,March,Monday,22
147,162147,Wired Headphones,1.0,11.99,2019-03-05 10:53:00,"310 Forest St, Austin, TX 73301",310 Forest St, Austin, TX 73301,March,Tuesday,10
148,162148,USB-C Charging Cable,1.0,11.95,2019-03-17 23:55:00,"434 4th St, Los Angeles, CA 90001",434 4th St, Los Angeles, CA 90001,March,Sunday,23
149,162149,Apple Airpods Headphones,1.0,150.0,2019-03-05 00:36:00,"371 Forest St, Austin, TX 73301",371 Forest St, Austin, TX 73301,March,Tuesday,0
150,162150,AA Batteries (4-pack),1.0,3.84,2019-03-28 22:21:00,"963 4th St, Boston, MA 02215",963 4th St, Boston, MA 02215,March,Thursday,22
151,162151,Bose SoundSport Headphones,1.0,99.99,2019-03-25 20:11:00,"53 Washington St, Dallas, TX 75001",53 Washington St, Dallas, TX 75001,March,Monday,20
152,162152,Lightning Charging Cable,1.0,14.95,2019-03-24 09:42:00,"727 Lake St, Atlanta, GA 30301",727 Lake St, Atlanta, GA 30301,March,Sunday,9
153,162153,27in FHD Monitor,1.0,149.99,2019-03-08 08:31:00,"647 Madison St, New York City, NY 10001",647 Madison St, New York City, NY 10001,March,Friday,8
154,162154,ThinkPad Laptop,1.0,999.99,2019-03-30 10:18:00,"932 Forest St, Los Angeles, CA 90001",932 Forest St, Los Angeles, CA 90001,March,Saturday,10
155,162155,AA Batteries (4-pack),1.0,3.84,2019-03-28 16:35:00,"706 11th St, Los Angeles, CA 90001",706 11th St, Los Angeles, CA 90001,March,Thursday,16
156,162156,Wired Headphones,1.0,11.99,2019-03-01 22:47:00,"352 6th St, Portland, OR 97035",352 6th St, Portland, OR 97035,March,Friday,22
157,162157,Flatscreen TV,1.0,300.0,2019-03-27 18:56:00,"620 13th St, Boston, MA 02215",620 13th St, Boston, MA 02215,March,Wednesday,18
158,162158,USB-C Charging Cable,1.0,11.95,2019-03-20 17:50:00,"865 Hill St, San Francisco, CA 94016",865 Hill St, San Francisco, CA 94016,March,Wednesday,17
159,162159,Wired Headphones,1.0,11.99,2019-03-30 13:29:00,"776 9th St, Los Angeles, CA 90001",776 9th St, Los Angeles, CA 90001,March,Saturday,13
160,162160,Apple Airpods Headphones,1.0,150.0,2019-03-12 19:50:00,"414 11th St, San Francisco, CA 94016",414 11th St, San Francisco, CA 94016,March,Tuesday,19
161,162161,Wired Headphones,1.0,11.99,2019-03-30 19:20:00,"853 14th St, Seattle, WA 98101",853 14th St, Seattle, WA 98101,March,Saturday,19
162,162161,AAA Batteries (4-pack),2.0,2.99,2019-03-30 19:20:00,"853 14th St, Seattle, WA 98101",853 14th St, Seattle, WA 98101,March,Saturday,19
163,162162,Lightning Charging Cable,1.0,14.95,2019-03-05 08:32:00,"435 Hill St, New York City, NY 10001",435 Hill St, New York City, NY 10001,March,Tuesday,8
164,162163,Flatscreen TV,1.0,300.0,2019-03-25 07:48:00,"61 Sunset St, Los Angeles, CA 90001",61 Sunset St, Los Angeles, CA 90001,March,Monday,7
165,162164,AA Batteries (4-pack),1.0,3.84,2019-03-01 16:05:00,"954 2nd St, San Francisco, CA 94016",954 2nd St, San Francisco, CA 94016,March,Friday,16
166,162165,Macbook Pro Laptop,1.0,1700.0,2019-03-12 12:32:00,"911 Sunset St, San Francisco, CA 94016",911 Sunset St, San Francisco, CA 94016,March,Tuesday,12
167,162166,AAA Batteries (4-pack),1.0,2.99,2019-03-06 21:36:00,"989 Ridge St, Los Angeles, CA 90001",989 Ridge St, Los Angeles, CA 90001,March,Wednesday,21
